Type,AISC_Manual_Label,W,As (mm2),h (mm),b (mm),t (mm),tdes (mm),fy (MPa),fc (MPa),L (mm),Pno ANN (kN)
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,420,75,4500,207.60306
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,420,55,2750,127.50412
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,420,55,2500,129.1888
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,420,45,4500,136.18874
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,420,45,4250,120.66226
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,420,45,4000,111.284515
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,420,45,3750,111.50219
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,420,45,3500,115.65488
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,420,45,3250,119.69878
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,420,55,3000,127.14594
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,420,45,3000,108.03883
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,420,45,2500,108.08748
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,420,35,4500,116.60932
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,420,35,4250,106.88782
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,420,35,4000,106.931335
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,420,35,3750,110.09992
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,420,35,3500,112.42568
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,420,35,3250,88.44211
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,420,35,3000,83.70924
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,420,45,2750,104.94429
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,420,55,3250,121.61903
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,420,55,3500,116.34551
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,420,55,3750,115.66658
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,420,75,4000,162.47058
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,420,75,3750,145.66719
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,420,75,3500,133.17403
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,420,75,3250,126.41595
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,420,75,3000,128.70325
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,420,75,2750,136.74121
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,420,75,2500,145.99883
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,420,65,4500,181.78294
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,420,65,4250,160.04662
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,420,65,4000,142.05971
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,420,65,3750,128.40239
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,420,65,3500,120.569565
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,420,65,3250,121.94776
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,420,65,3000,128.50073
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,420,65,2750,135.6792
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,420,65,2500,142.2992
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,420,55,4500,158.10564
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,420,55,4250,139.05927
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,420,55,4000,124.384964
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,420,35,2750,82.22053
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,420,75,4250,183.04004
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,420,35,2500,83.12673
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,240,75,4250,135.25934
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,240,55,2750,80.60383
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,240,55,2500,82.34739
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,240,45,4500,298.52988
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,240,45,4250,250.62656
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,240,45,4000,187.1785
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,240,45,3750,136.299
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,240,45,3500,102.01715
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,240,45,3250,88.81703
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,240,55,3000,84.31489
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,240,45,3000,82.6982
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,240,45,2500,87.65915
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,240,35,4500,329.0803
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,240,35,4250,281.19998
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,240,35,4000,192.19208
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,240,35,3750,136.9844
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,240,35,3500,101.94951
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,240,35,3250,90.687706
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,240,35,3000,87.581184
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,240,45,2750,82.65373
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,240,55,3250,93.977295
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,240,55,3500,112.0738
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,240,55,3750,148.24953
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,240,75,4000,164.70938
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,240,75,3750,168.19637
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,240,75,3500,147.08682
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,240,75,3250,119.185074
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,240,75,3000,102.658844
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,240,75,2750,91.71743
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,240,75,2500,85.603355
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,240,65,4500,153.49002
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,240,65,4250,188.32918
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,240,65,4000,190.157
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,240,65,3750,163.80708
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,240,65,3500,129.32564
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,240,65,3250,104.26751
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,240,65,3000,91.40067
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,240,65,2750,83.80643
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,240,65,2500,81.670204
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,240,55,4500,228.36884
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,240,55,4250,228.07867
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,240,55,4000,193.50893
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,240,75,4500,108.44342
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,240,35,2750,90.362686
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,600,35,2500,116.737366
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,600,35,3000,71.84528
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,800,55,3000,205.92274
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,800,55,2750,233.64316
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,800,55,2500,272.69775
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,800,45,4500,92.83698
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,800,45,4250,104.21006
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,800,45,4000,117.28424
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,800,45,3750,132.34885
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,800,45,3500,149.70418
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,800,55,3250,181.85915
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,800,45,3250,169.67389
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,800,45,2750,218.9968
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,800,45,2500,252.78328
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,800,35,4500,84.5659
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,800,35,4250,95.36153
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,800,35,4000,107.79298
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,800,35,3750,122.12669
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,800,35,3500,138.65135
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,800,35,3250,157.68163
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,800,45,3000,192.61472
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,800,55,3500,160.90019
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,800,55,3750,142.67387
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,800,55,4000,126.84349
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,800,75,4250,131.32281
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,800,75,4000,146.5025
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,800,75,3750,163.96176
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,800,75,3500,184.04262
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,800,75,3250,207.11038
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,800,75,3000,233.57712
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,800,75,2750,264.53357
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,800,75,2500,315.0721
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,800,65,4500,109.52872
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,800,65,4250,122.11348
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,800,65,4000,136.56241
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,800,65,3750,153.19139
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,800,65,3500,172.32639
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,800,65,3250,194.31897
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,800,65,3000,219.55896
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,800,65,2750,248.7688
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,800,65,2500,293.51556
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,800,55,4500,101.13018
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,800,55,4250,113.096214
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,800,35,3000,179.56465
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,600,35,2750,93.51406
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,800,35,2750,204.73212
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,600,75,4500,66.626686
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,600,55,3000,75.91568
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,600,55,2750,90.01415
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,600,55,2500,109.615326
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,600,45,4500,52.753273
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,600,45,4250,53.5013
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,600,45,4000,54.829
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,600,45,3750,56.87049
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,600,45,3500,59.831554
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,600,55,3250,68.60718
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,600,45,3250,64.14154
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,600,45,2750,89.20004
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,600,45,2500,113.03799
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,600,35,4500,48.132935
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,600,35,4250,48.930347
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,600,35,4000,50.347893
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,600,35,3750,52.555992
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,600,35,3500,55.800484
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,600,35,3250,60.665573
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,600,45,3000,71.67408
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,600,55,3500,64.32813
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,600,55,3750,61.396614
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,600,55,4000,59.361977
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,600,75,4250,67.46851
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,600,75,4000,69.020966
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,600,75,3750,71.47661
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,600,75,3500,75.26213
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,600,75,3250,81.60948
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,600,75,3000,91.291504
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,600,75,2750,103.44966
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,600,75,2500,118.68332
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,600,65,4500,61.85353
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,600,65,4250,62.632652
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,600,65,4000,64.035904
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,600,65,3750,66.19353
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,600,65,3500,69.35125
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,600,65,3250,74.14847
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,600,65,3000,82.77356
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,600,65,2750,95.51428
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,600,65,2500,111.99513
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,600,55,4500,57.279884
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,600,55,4250,58.028748
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,800,35,2500,235.24489
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,240,35,2500,97.65907
R_HSS,HSS50.8X50.8X3.2,4.53,542.0,50.8,50.8,3.18,2.95,800,75,4500,118.095
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,420,55,3750,111.65831
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,600,55,4000,59.121178
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,420,55,4250,134.91512
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,800,55,4250,110.15005
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,240,65,4000,166.78856
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,600,55,3250,67.625275
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,420,35,4500,112.209206
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,240,65,3000,97.32413
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,600,75,3750,71.05003
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,420,75,2750,132.07635
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,800,45,2750,210.073
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,240,75,4500,105.92735
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,420,65,3000,123.93606
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,240,35,3750,131.60599
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,600,45,4000,54.556007
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,240,45,4000,168.57979
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,240,45,2750,90.53822
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,600,45,3500,59.169518
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,800,55,3250,175.54407
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,600,65,2500,107.777725
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,600,75,4000,68.76744
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,420,55,3500,111.41591
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,600,75,4500,66.53703
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,240,65,3250,107.86105
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,600,65,4000,63.801704
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,420,65,3500,116.73181
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,420,75,3250,122.7023
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,420,65,4000,138.1531
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,420,35,4000,101.796844
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,240,75,4000,144.0337
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,800,65,3750,148.75499
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,240,55,4250,193.77856
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,600,35,3750,52.022423
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,600,55,4500,57.190033
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,240,45,3000,89.407005
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,240,35,2500,106.12201
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,420,35,2750,80.8537
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,240,35,2750,98.2103
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,600,45,2500,106.68332
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,240,75,2500,94.18425
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,800,35,3250,151.59917
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,800,45,4500,90.44871
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,600,75,3000,89.235176
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,240,55,3750,139.1751
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,240,45,3750,130.03981
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,420,75,4000,158.28357
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,800,75,3250,200.5253
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,240,35,4250,242.11707
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,420,55,4000,120.56352
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,600,35,3500,54.988213
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,240,75,3500,139.36569
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,420,55,2500,125.79176
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,420,45,3250,116.063446
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,420,65,2500,138.30705
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,240,35,3250,95.97119
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,600,65,3250,73.0766
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,240,55,2750,88.41771
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,420,75,4500,201.56665
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,800,75,3750,159.4318
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,600,65,4500,61.76934
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,240,65,2500,90.406
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,420,75,3000,123.82029
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,420,45,2750,102.64941
R_HSS,HSS57.2X50.8X3.2,4.85,579.0,57.2,50.8,3.18,2.95,600,55,2750,86.275795
