Section,=,Rectangular CFST,,,No of tests =,,1003,,,,,,,,,,
Load type ,=,"Axial compression, no moment",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Refference,,,,,Geometry,,,,Steel,,,Concrete,,,,,
Source,Refference,Year,Ref. No,Speciment,b (mm),h (mm),t (mm),L (mm),fy (MPa),fu (MPa),Ea (Gpa),fc (MPa),Ec (Gpa),fc type,δo (mm),N Test (kN),Notes
Mark (RCFT_C+PBC),Aslani et al.,2015,[101],HSSC7,180.00,180.00,5.00,570.00,701.00,754.00,,54.50,,Cyl,,3882.00,Tubes had stiffener plates at the member ends
Mark (RCFT_C+PBC),Aslani et al.,2015,[101],HSSC8,180.00,180.00,5.00,570.00,701.00,754.00,,54.50,,Cyl,,3856.00,Tubes had stiffener plates at the member ends
Mark (RCFT_C+PBC),Du et al.,2016a,[102],CSC40SC2,101.00,203.00,8.28,607.00,488.38,553.00,,43.20,,Cyl,,3090.00,
Mark (RCFT_C+PBC),Du et al.,2016a,[102],CSC50SC3,102.00,203.00,8.28,60.00,488.38,553.00,,55.30,,Cyl,,3230.00,
Mark (RCFT_C+PBC),Du et al.,2016a,[102],CSC40SB5,119.00,183.00,8.28,541.00,488.38,553.00,,43.20,,Cyl,,3300.00,
Mark (RCFT_C+PBC),Du et al.,2016a,[102],CSC50SB6,122.00,182.00,8.28,541.00,488.38,553.00,,55.30,,Cyl,,3380.00,
Mark (RCFT_C+PBC),Du et al.,2016a,[102],CSC40SD8,150.00,150.00,8.28,453.00,488.38,553.00,,43.20,,Cyl,,3500.00,
Mark (RCFT_C+PBC),Du et al.,2016a,[102],CSC50SD9,150.00,152.00,8.28,451.00,488.38,553.00,,55.30,,Cyl,,3575.00,
Mark (RCFT_C+PBC),Du et al.,2016b,[103],HS1C40SA1,100.00,120.00,5.70,361.00,514.53,640.90,,43.20,,Cyl,,1960.00,
Mark (RCFT_C+PBC),Du et al.,2016b,[103],HS1C50SA4,100.00,120.00,5.70,360.00,514.53,640.90,,55.30,,Cyl,,2100.00,
Mark (RCFT_C+PBC),Du et al.,2016b,[103],HS1C40SB2,121.00,182.00,5.70,540.00,514.53,640.90,,43.20,,Cyl,,2485.00,
Mark (RCFT_C+PBC),Du et al.,2016b,[103],HS1C50SB8,122.00,181.00,5.70,540.00,514.53,640.90,,55.30,,Cyl,,2710.00,
Mark (RCFT_C+PBC),Du et al.,2016b,[103],HS2C40SA61,103.00,121.00,7.69,363.00,423.20,593.78,,43.20,,Cyl,,2545.00,
Mark (RCFT_C+PBC),Du et al.,2016b,[103],HS2C50SA64,101.00,120.00,7.69,358.00,423.20,593.78,,55.30,,Cyl,,2730.00,
Mark (RCFT_C+PBC),Du et al.,2016b,[103],HS2C40SB62,119.00,179.00,7.69,542.00,423.20,593.78,,43.20,,Cyl,,3130.00,
Mark (RCFT_C+PBC),Du et al.,2016b,[103],HS2C50SB65,120.00,180.00,7.69,545.00,423.20,593.78,,55.30,,Cyl,,3150.00,
Mark (RCFT_C+PBC),Dundu ,2016,[104],S1-1,101.60,101.60,3.00,1000.00,483.90,552.70,,25.00,,Cyl,,718.88,
Mark (RCFT_C+PBC),Dundu ,2016,[104],S1-2,101.60,101.60,3.00,1500.00,483.90,552.70,,25.00,,Cyl,,691.38,
Mark (RCFT_C+PBC),Dundu ,2016,[104],S1-3,101.60,101.60,3.00,2000.00,483.90,552.70,,25.00,,Cyl,,589.48,
Mark (RCFT_C+PBC),Dundu ,2016,[104],S1-4,101.60,101.60,3.00,2500.00,483.90,552.70,,25.00,,Cyl,,471.29,
Mark (RCFT_C+PBC),Dundu ,2016,[104],S1-5,120.00,120.00,3.50,1000.00,401.00,456.50,,25.00,,Cyl,,1164.16,
Mark (RCFT_C+PBC),Dundu ,2016,[104],S1-6,120.00,120.00,3.50,1500.00,401.00,456.50,,25.00,,Cyl,,997.19,
Mark (RCFT_C+PBC),Dundu ,2016,[104],S1-7,120.00,120.00,3.50,2000.00,401.00,456.50,,25.00,,Cyl,,899.65,
Mark (RCFT_C+PBC),Dundu ,2016,[104],S1-8,120.00,120.00,3.50,2500.00,401.00,456.50,,25.00,,Cyl,,729.10,
Mark (RCFT_C+PBC),Dundu ,2016,[104],S1-9,150.00,150.00,3.50,1000.00,405.00,481.10,,25.00,,Cyl,,1516.26,
Mark (RCFT_C+PBC),Dundu ,2016,[104],S1-10,150.00,150.00,3.50,1500.00,405.00,481.10,,25.00,,Cyl,,1330.13,
Mark (RCFT_C+PBC),Dundu ,2016,[104],S1-11,150.00,150.00,3.50,2000.00,405.00,481.10,,25.00,,Cyl,,1307.61,
Mark (RCFT_C+PBC),Dundu ,2016,[104],S1-12,150.00,150.00,3.50,2500.00,405.00,481.10,,25.00,,Cyl,,1198.25,
Mark (RCFT_C+PBC),Dundu ,2016,[104],S2-1,60.00,60.00,3.00,2700.00,351.51,373.81,,28.80,,Cyl,,105.40,
Mark (RCFT_C+PBC),Dundu ,2016,[104],S2-2,60.00,60.00,4.00,2700.00,528.55,538.83,,28.80,,Cyl,,127.70,
Mark (RCFT_C+PBC),Dundu ,2016,[104],S2-3,60.00,60.00,4.50,2700.00,522.11,547.72,,28.80,,Cyl,,156.00,
Mark (RCFT_C+PBC),Dundu ,2016,[104],S2-4,63.00,63.00,3.00,2700.00,442.69,479.38,,28.80,,Cyl,,123.60,
Mark (RCFT_C+PBC),Dundu ,2016,[104],S2-5,63.00,63.00,4.00,2700.00,517.49,545.31,,28.80,,Cyl,,154.70,
Mark (RCFT_C+PBC),Dundu ,2016,[104],S2-6,63.00,63.00,4.50,2700.00,449.95,480.05,,28.80,,Cyl,,168.60,
Mark (RCFT_C+PBC),Dundu ,2016,[104],S2-7,76.00,76.00,3.00,2700.00,441.12,497.86,,28.80,,Cyl,,212.00,
Mark (RCFT_C+PBC),Dundu ,2016,[104],S2-8,76.00,76.00,4.00,2700.00,498.38,528.64,,28.80,,Cyl,,247.30,
Mark (RCFT_C+PBC),Dundu ,2016,[104],S2-9,76.00,76.00,4.50,2700.00,500.97,532.65,,28.80,,Cyl,,266.50,
Mark (RCFT_C+PBC),Dundu ,2016,[104],S2-10,100.00,100.00,3.00,2700.00,441.19,493.92,,28.80,,Cyl,,405.00,
Mark (RCFT_C+PBC),Dundu ,2016,[104],S3-1,100.00,100.00,4.50,2700.00,424.49,474.94,,28.80,,Cyl,,501.71,
Mark (RCFT_C+PBC),Dundu ,2016,[104],S3-2,120.00,120.00,3.00,2700.00,400.77,512.76,,28.80,,Cyl,,770.39,
Mark (RCFT_C+PBC),Dundu ,2016,[104],S3-3,120.00,120.00,4.50,2700.00,436.54,530.41,,28.80,,Cyl,,830.00,
Mark (RCFT_C+PBC),Dundu ,2016,[104],S3-4,150.00,150.00,3.00,2700.00,429.14,403.86,,28.80,,Cyl,,1087.10,
Mark (RCFT_C+PBC),Dundu ,2016,[104],S3-5,150.00,150.00,4.50,2700.00,334.80,474.76,,28.80,,Cyl,,1285.10,
Mark (RCFT_C+PBC),Khan et al.,2017a,[107],CB15-SL1(A),73.93,73.93,4.89,1512.00,762.00,819.00,213.97,113.00,44.88,Cyl,,1732.00,
Mark (RCFT_C+PBC),Khan et al.,2017a,[107],CB15-SL1(B),73.84,73.84,4.89,1512.00,762.00,819.00,213.97,113.00,44.88,Cyl,,1362.00,
Mark (RCFT_C+PBC),Khan et al.,2017a,[107],CB15-SL1(C),73.60,73.60,4.96,1512.00,762.00,819.00,213.97,113.00,44.88,Cyl,,1572.00,
Mark (RCFT_C+PBC),Khan et al.,2017a,[107],CB20-SL1(A),98.87,98.87,4.93,1512.00,762.00,819.00,213.97,113.00,44.88,Cyl,,2087.00,
Mark (RCFT_C+PBC),Khan et al.,2017a,[107],CB20-SL1(B),98.89,98.89,4.92,1512.00,762.00,819.00,213.97,113.00,44.88,Cyl,,2109.00,
Mark (RCFT_C+PBC),Khan et al.,2017a,[107],CB20-SL1(C),99.29,99.29,4.89,1512.00,762.00,819.00,213.97,113.00,44.88,Cyl,,2374.00,
Mark (RCFT_C+PBC),Khan et al.,2017a,[107],CB25-SL1(A),124.12,124.12,4.93,1512.00,762.00,819.00,213.97,113.00,44.88,Cyl,,3748.00,
Mark (RCFT_C+PBC),Khan et al.,2017a,[107],CB25-SL1(B),124.39,124.39,4.89,1512.00,762.00,819.00,213.97,113.00,44.88,Cyl,,3560.00,
Mark (RCFT_C+PBC),Khan et al.,2017a,[107],CB25-SL1(C),124.05,124.05,4.93,1512.00,762.00,819.00,213.97,113.00,44.88,Cyl,,2799.00,
Mark (RCFT_C+PBC),Khan et al.,2017a,[107],CB15-SL2(A),74.36,74.36,4.90,2512.00,762.00,819.00,213.97,113.00,44.88,Cyl,,583.00,
Mark (RCFT_C+PBC),Khan et al.,2017a,[107],CB15-SL2(B),74.44,74.44,4.94,2512.00,762.00,819.00,213.97,113.00,44.88,Cyl,,878.00,
Mark (RCFT_C+PBC),Khan et al.,2017a,[107],CB15-SL2(C),75.08,75.08,4.92,2512.00,762.00,819.00,213.97,113.00,44.88,Cyl,,594.00,
Mark (RCFT_C+PBC),Khan et al.,2017a,[107],CB20-SL2(A),99.95,99.95,4.90,2512.00,762.00,819.00,213.97,113.00,44.88,Cyl,,1377.00,
Mark (RCFT_C+PBC),Khan et al.,2017a,[107],CB20-SL2(B),100.00,100.00,4.93,2512.00,762.00,819.00,213.97,113.00,44.88,Cyl,,1049.00,
Mark (RCFT_C+PBC),Khan et al.,2017a,[107],CB20-SL2(C),99.37,99.37,4.91,2512.00,762.00,819.00,213.97,113.00,44.88,Cyl,,1235.00,
Mark (RCFT_C+PBC),Khan et al.,2017a,[107],CB25-SL2(A),124.60,124.60,4.93,2512.00,762.00,819.00,213.97,113.00,44.88,Cyl,,2823.00,
Mark (RCFT_C+PBC),Khan et al.,2017a,[107],CB25-SL2(B),125.09,125.09,4.89,2512.00,762.00,819.00,213.97,113.00,44.88,Cyl,,2546.00,
Mark (RCFT_C+PBC),Khan et al.,2017a,[107],CB25-SL2(C),124.54,124.54,4.92,2512.00,762.00,819.00,213.97,113.00,44.88,Cyl,,2522.00,
Mark (RCFT_C+PBC),Khan et al.,2017a,[107],CB30-SL2(A),149.72,149.72,4.94,2512.00,762.00,819.00,213.97,113.00,44.88,Cyl,,3938.00,
Mark (RCFT_C+PBC),Khan et al.,2017a,[107],CB30-SL2(B),149.96,149.96,4.91,2512.00,762.00,819.00,213.97,113.00,44.88,Cyl,,3739.00,
Mark (RCFT_C+PBC),Khan et al.,2017a,[107],CB30-SL2(C),150.31,150.31,4.92,2512.00,762.00,819.00,213.97,113.00,44.88,Cyl,,3988.00,
Mark (RCFT_C+PBC),Khan et al.,2017a,[107],CB40-SL2(A),199.62,199.62,4.95,2512.00,762.00,819.00,213.97,113.00,44.88,Cyl,,6141.00,
Mark (RCFT_C+PBC),Khan et al.,2017a,[107],CB40-SL2(B),199.50,199.50,4.92,2512.00,762.00,819.00,213.97,113.00,44.88,Cyl,,6004.00,
Mark (RCFT_C+PBC),Khan et al.,2017a,[107],CB40-SL2(C),199.78,199.78,4.92,2512.00,762.00,819.00,213.97,113.00,44.88,Cyl,,6329.00,
Mark (RCFT_C+PBC),Khan et al.,2017a,[107],CB15-SL3(A),74.41,74.41,4.95,3512.00,762.00,819.00,213.97,113.00,44.88,Cyl,,469.00,
Mark (RCFT_C+PBC),Khan et al.,2017a,[107],CB15-SL3(B),73.95,73.95,4.97,3512.00,762.00,819.00,213.97,113.00,44.88,Cyl,,286.00,
Mark (RCFT_C+PBC),Khan et al.,2017a,[107],CB15-SL3(C),74.16,74.16,4.89,3512.00,762.00,819.00,213.97,113.00,44.88,Cyl,,410.00,
Mark (RCFT_C+PBC),Khan et al.,2017a,[107],CB20-SL3(A),98.99,98.99,4.95,3512.00,762.00,819.00,213.97,113.00,44.88,Cyl,,810.00,
Mark (RCFT_C+PBC),Khan et al.,2017a,[107],CB20-SL3(B),99.40,99.40,4.92,3512.00,762.00,819.00,213.97,113.00,44.88,Cyl,,851.00,
Mark (RCFT_C+PBC),Khan et al.,2017a,[107],CB20-SL3(C),99.51,99.51,4.92,3512.00,762.00,819.00,213.97,113.00,44.88,Cyl,,761.00,
Mark (RCFT_C+PBC),Khan et al.,2017a,[107],CB25-SL3(A),124.41,124.41,4.92,3512.00,762.00,819.00,213.97,113.00,44.88,Cyl,,1535.00,
Mark (RCFT_C+PBC),Khan et al.,2017a,[107],CB25-SL3(B),124.24,124.24,4.92,3512.00,762.00,819.00,213.97,113.00,44.88,Cyl,,1196.00,
Mark (RCFT_C+PBC),Khan et al.,2017a,[107],CB25-SL3(C),124.40,124.40,4.95,3512.00,762.00,819.00,213.97,113.00,44.88,Cyl,,1539.00,
Mark (RCFT_C+PBC),Khan et al.,2017a,[107],CB30-SL3(A),149.33,149.33,4.93,3512.00,762.00,819.00,213.97,113.00,44.88,Cyl,,4142.00,
Mark (RCFT_C+PBC),Khan et al.,2017a,[107],CB30-SL3(B),148.88,148.88,4.93,3512.00,762.00,819.00,213.97,113.00,44.88,Cyl,,2303.00,
Mark (RCFT_C+PBC),Khan et al.,2017a,[107],CB30-SL3(C),149.92,149.92,4.93,3512.00,762.00,819.00,213.97,113.00,44.88,Cyl,,2556.00,
Mark (RCFT_C+PBC),Khan et al.,2017a,[107],CB40-SL3(A),199.84,199.84,4.93,3512.00,762.00,819.00,213.97,113.00,44.88,Cyl,,5002.00,
Mark (RCFT_C+PBC),Khan et al.,2017a,[107],CB40-SL3(B),199.59,199.59,4.92,3512.00,762.00,819.00,213.97,113.00,44.88,Cyl,,5896.00,
Mark (RCFT_C+PBC),Khan et al.,2017a,[107],CB40-SL3(C),200.67,200.67,4.93,3512.00,762.00,819.00,213.97,113.00,44.88,Cyl,,5052.00,
Mark (RCFT_C+PBC),Khan et al.,2017b,[108],CB15-SH(A),74.04,74.04,4.91,285.00,762.00,819.00,,100.00,,Cyl,,1636.00,
Mark (RCFT_C+PBC),Khan et al.,2017b,[108],CB15-SH(B),72.87,72.87,4.88,285.00,762.00,819.00,,100.00,,Cyl,,1755.00,
Mark (RCFT_C+PBC),Khan et al.,2017b,[108],CB20-SH(A),99.56,99.56,4.91,360.00,762.00,819.00,,100.00,,Cyl,,2520.00,
Mark (RCFT_C+PBC),Khan et al.,2017b,[108],CB20-SH(B),99.20,99.20,4.93,360.00,762.00,819.00,,100.00,,Cyl,,2632.00,
Mark (RCFT_C+PBC),Khan et al.,2017b,[108],CB25-SH(A),124.43,124.43,4.93,435.00,762.00,819.00,,100.00,,Cyl,,3023.00,
Mark (RCFT_C+PBC),Khan et al.,2017b,[108],CB25-SH(B),124.94,124.94,4.94,435.00,762.00,819.00,,100.00,,Cyl,,2962.00,
Mark (RCFT_C+PBC),Khan et al.,2017b,[108],CB30-SH(A),149.99,149.99,4.92,510.00,762.00,819.00,,100.00,,Cyl,,4115.00,
Mark (RCFT_C+PBC),Khan et al.,2017b,[108],CB30-SH(B),149.87,149.87,4.92,510.00,762.00,819.00,,100.00,,Cyl,,3968.00,
Mark (RCFT_C+PBC),Khan et al.,2017b,[108],CB30-SL1(A),149.77,149.77,4.93,1514.00,762.00,819.00,,113.00,,Cyl,,5164.00,
Mark (RCFT_C+PBC),Khan et al.,2017b,[108],CB30-SL1(B),149.37,149.37,4.94,1514.00,762.00,819.00,,113.00,,Cyl,,4833.00,
Mark (RCFT_C+PBC),Khan et al.,2017b,[108],CB30-SL1(C),149.58,149.58,4.95,1514.00,762.00,819.00,,113.00,,Cyl,,5085.00,
Mark (RCFT_C+PBC),Khan et al.,2017b,[108],CB40-SH(A),199.01,199.01,4.92,660.00,762.00,819.00,,113.00,,Cyl,,5184.00,
Mark (RCFT_C+PBC),Khan et al.,2017b,[108],CB40-SH(B),198.71,198.71,4.92,660.00,762.00,819.00,,113.00,,Cyl,,5604.00,
Mark (RCFT_C+PBC),Khan et al.,2017b,[108],CB40-SL1(A),198.92,198.92,4.91,1514.00,762.00,819.00,,113.00,,Cyl,,7478.00,
Mark (RCFT_C+PBC),Khan et al.,2017b,[108],CB40-SL1(B),198.99,198.99,4.92,1514.00,762.00,819.00,,113.00,,Cyl,,7506.00,
Mark (RCFT_C+PBC),Khan et al.,2017b,[108],CB40-SL1(C),198.96,198.96,4.94,1514.00,762.00,819.00,,113.00,,Cyl,,6460.00,
Bradford (SRC_WMe),Uy,1997,[120],NS1 [C],186.00,186.00,3.00,540.00,300.00,,200.00,32.00,,Cyl,,1555.00,
Bradford (SRC_WMe),Uy,1997,[120],HS1 [C],126.00,126.00,3.00,360.00,300.00,,200.00,50.00,,Cyl,,1114.00,
,Mursi and Uy,2004,[132],SH-C110,120,120,5,430,761,813,,20.34,,Cyl,,1835,
,Mursi and Uy,2004,[132],SH-C160,170,170,5,580,761,813,,20.34,,Cyl,,2831,
,Mursi and Uy,2004,[132],SH-C210,220,220,5,730,761,813,,20.34,,Cyl,,3609,
,Mursi and Uy,2004,[132],SH-C260,270,270,5,880,761,813,,20.34,,Cyl,,3950,
,Vrcelj and Uy,2002,[135],HSC1,65,65,3,250,350,417,,79,,Cyl,,502,
,Vrcelj and Uy,2002,[135],HSC2,75,75,3,250,370,468,,79,,Cyl,,684,
,Vrcelj and Uy,2002,[135],MSC1,75,65,3,250,370,468,,52,,Cyl,,568,
,Vrcelj and Uy,2002,[135],MSC2,65,75,3,250,350,417,,52,,Cyl,,434,
,Vrcelj and Uy,2002,[135],CCH1,75,75,3,1770,450,,,79,,Cyl,,414,
,Vrcelj and Uy,2002,[135],CCH2,65,75,3,1770,400,,,79,,Cyl,,294,
,Vrcelj and Uy,2002,[135],CCM1,75,65,3,1770,450,,,52,,Cyl,,343,
,Vrcelj and Uy,2002,[135],CCM2,65,75,3,1770,400,,,52,,Cyl,,269,
,Xiong et al. ,2017,[136],S1,150,150,8,450,779,846,200,152.3,62,Cyl 100,,6536,
,Xiong et al. ,2017,[136],S2,150,150,8,450,779,846,200,157.2,58,Cyl 100,,6715,
,Xiong et al. ,2017,[136],S3,150,150,8,450,779,846,200,147,54,Cyl 100,,6616,
,Xiong et al. ,2017,[136],S4,150,150,8,450,779,846,200,164.1,58,Cyl 100,,7276,
,Xiong et al. ,2017,[136],S5,150,150,8,450,779,846,200,148,56,Cyl 100,,6974,
,Xiong et al. ,2017,[136],S6,150,150,12,450,756,825,200,152.3,62,Cyl 100,,8585,
,Xiong et al. ,2017,[136],S7,150,150,12,450,756,825,200,157.2,58,Cyl 100,,8452,
,Xiong et al. ,2017,[136],S8,150,150,12,450,756,825,200,147,54,Cyl 100,,8687,
,Xiong et al. ,2017,[136],S9,150,150,12,450,756,825,200,164.1,58,Cyl 100,,8730,
,Xiong et al. ,2017,[136],S10,150,150,12,450,756,825,200,148,56,Cyl 100,,8912,
,Xiong et al. ,2017,[136],S11,150,150,12.5,450,446,565,201,152.3,62,Cyl 100,,5953,
,Xiong et al. ,2017,[136],S12,150,150,12.5,450,446,565,201,157.2,58,Cyl 100,,5911,
,Xiong et al. ,2017,[136],S13,150,150,12.5,450,446,565,201,147,54,Cyl 100,,6039,
,Xiong et al. ,2017,[136],S14,150,150,12.5,450,446,565,201,164.1,58,Cyl 100,,6409,
,Xiong et al. ,2017,[136],S15,150,150,12.5,450,446,565,201,148,56,Cyl 100,,6285,
,Zhu et al ,2017,[140],Pa-6-1,197,197,6.4,600,437.88,537.37,200,26.58,31.2,Cube,,2730,
,Zhu et al ,2017,[140],Pa-6-2,198.5,198.5,6.1,600,437.88,537.37,200,25.81,28.4,Cube,,3010,
,Zhu et al ,2017,[140],Pa-6-3,200.5,200.5,6.3,600,437.88,537.37,200,24.47,27.8,Cube,,2830,
,Zhu et al ,2017,[140],Pa-10-1,201,201,10.3,600,381.68,445.67,200,26.58,31.2,Cube,,3980,
,Zhu et al ,2017,[140],Pa-10-2,201,201,10,600,381.68,445.67,200,25.81,28.4,Cube,,3920,
,Zhu et al ,2017,[140],Pa-10-3,199.5,199.5,10.1,600,381.68,445.67,200,24.47,27.8,Cube,,3900,
,Lue et al.,2007,[142],C4K4-1-4-1,100,150,4.5,1855,379.8,452,171.736,29,23.047,Cyl,,1344.8,
,Lue et al.,2007,[142],C4K4-1-4-2,100,150,4.5,1855,379.8,452,171.736,29,23.047,Cyl,,1281.3,
,Lue et al.,2007,[142],C4K4-1-4-3,100,150,4.5,1855,379.8,452,171.736,29,23.047,Cyl,,1320.2,
,Lue et al.,2007,[142],C4K4-1-4-4,100,150,4.5,1855,379.8,452,171.736,29,23.047,Cyl,,1367.6,
,Lue et al.,2007,[142],C9K6-1-6-1,100,150,4.5,1855,379.8,452,171.736,63,31.374,Cyl,,1756.1,
,Lue et al.,2007,[142],C9K6-1-6-2,100,150,4.5,1855,379.8,452,171.736,63,31.374,Cyl,,1702.8,
,Lue et al.,2007,[142],C9K6-1-6-3,100,150,4.5,1855,379.8,452,171.736,63,31.374,Cyl,,1762.7,
,Lue et al.,2007,[142],C9K6-1-6-4,100,150,4.5,1855,379.8,452,171.736,63,31.374,Cyl,,1737.5,
,Lue et al.,2007,[142],C9K6-1-6-5,100,150,4.5,1855,379.8,452,171.736,63,31.374,Cyl,,1669.2,
,Lue et al.,2007,[142],C9K6-1-6-6,100,150,4.5,1855,379.8,452,171.736,63,31.374,Cyl,,1705.8,
,Lue et al.,2007,[142],C10K6-1-6-1,100,150,4.5,1855,379.8,452,171.736,70,31.941,Cyl,,1894.6,
,Lue et al.,2007,[142],C10K6-1-6-2,100,150,4.5,1855,379.8,452,171.736,70,31.941,Cyl,,1889.2,
,Lue et al.,2007,[142],C10K6-1-6-3,100,150,4.5,1855,379.8,452,171.736,70,31.941,Cyl,,1885.6,
,Lue et al.,2007,[142],C10K6-1-6-4,100,150,4.5,1855,379.8,452,171.736,70,31.941,Cyl,,1891.6,
,Lue et al.,2007,[142],C10K6-1-6-5,100,150,4.5,1855,379.8,452,171.736,70,31.941,Cyl,,1862.3,
,Lue et al.,2007,[142],C10K6-1-6-6,100,150,4.5,1855,379.8,452,171.736,70,31.941,Cyl,,1889.8,
,Lue et al.,2007,[142],C12K6-1-6-1,100,150,4.5,1855,379.8,452,171.736,84,32.845,Cyl,,2066.1,
,Lue et al.,2007,[142],C12K6-1-6-2,100,150,4.5,1855,379.8,452,171.736,84,32.845,Cyl,,2196.4,
,Lue et al.,2007,[142],C12K6-1-6-3,100,150,4.5,1855,379.8,452,171.736,84,32.845,Cyl,,2096.1,
,Lue et al.,2007,[142],C12K6-1-6-4,100,150,4.5,1855,379.8,452,171.736,84,32.845,Cyl,,2090.1,
,Lue et al.,2007,[142],C12K6-1-6-5,100,150,4.5,1855,379.8,452,171.736,84,32.845,Cyl,,2006.7,
,Lue et al.,2007,[142],C12K6-1-6-6,100,150,4.5,1855,379.8,452,171.736,84,32.845,Cyl,,2083.5,
,Liew et al.,2016,[143],S3-1-1,150,150,8,450,779,846,200,152.3,62,Cyl 100,,6536,
,Liew et al.,2016,[143],S3-1-2,150,150,8,450,779,846,200,157.2,58,Cyl 100,,6715,
,Liew et al.,2016,[143],S3-1-3,150,150,8,450,779,846,200,147,54,Cyl 100,,6616,
,Liew et al.,2016,[143],S3-1-4,150,150,8,450,779,846,200,164.1,58,Cyl 100,,7276,
,Liew et al.,2016,[143],S3-1-5,150,150,8,450,779,846,200,148,56,Cyl 100,,6974,
,Liew et al.,2016,[143],S3-2-1,150,150,12,450,756,825,199,152.3,62,Cyl 100,,8585,
,Liew et al.,2016,[143],S3-2-2,150,150,12,450,756,825,199,157.2,58,Cyl 100,,8452,
,Liew et al.,2016,[143],S3-2-3,150,150,12,450,756,825,199,147,54,Cyl 100,,8687,
,Liew et al.,2016,[143],S3-2-4,150,150,12,450,756,825,199,164.1,58,Cyl 100,,8730,
,Liew et al.,2016,[143],S3-2-5,150,150,12,450,756,825,199,148,56,Cyl 100,,8912,
,Liew et al.,2016,[143],S3-3-1,150,150,12.5,450,446,565,201,152.3,62,Cyl 100,,5953,
,Liew et al.,2016,[143],S3-3-2,150,150,12.5,450,446,565,201,157.2,58,Cyl 100,,5911,
,Liew et al.,2016,[143],S3-3-3,150,150,12.5,450,446,565,201,147,54,Cyl 100,,6039,
,Liew et al.,2016,[143],S3-3-4,150,150,12.5,450,446,565,201,164.1,58,Cyl 100,,6409,
,Liew et al.,2016,[143],S3-3-5,150,150,12.5,450,446,565,201,148,56,Cyl 100,,6285,
,Chen et al. ,2018,[146],SS1-1,100.4,100.4,2.07,300,348.7,438.8,,59,45.8,Cyl,,987,
,Chen et al. ,2018,[146],SS1-2,100.4,100.4,2.03,300,348.7,438.8,,113.2,45.83,Cyl,,1406,
,Chen et al. ,2018,[146],SS1-3,100.4,100.4,2.05,300,348.7,438.8,,130.8,45.61,Cyl,,1575,
,Chen et al. ,2018,[146],SS2-1,100.4,100.4,3.79,300,306.7,380.2,,59,45.8,Cyl,,1138,
,Chen et al. ,2018,[146],SS2-2,100.3,100.3,3.83,300,306.7,380.2,,113.2,45.83,Cyl,,1544,
,Chen et al. ,2018,[146],SS2-3,100.4,100.4,3.79,300,306.7,380.2,,130.8,45.61,Cyl,,1676,
,Chen et al. ,2018,[146],SS3-1,100.7,100.7,7.6,300,371.6,429.8,,59,45.8,Cyl,,1647,
,Chen et al. ,2018,[146],SS3-2,100.7,100.7,7.59,300,371.6,429.8,,113.2,45.83,Cyl,,1976,
,Chen et al. ,2018,[146],SS3-3,100.7,100.7,7.63,300,371.6,429.8,,130.8,45.61,Cyl,,2051,
,Ibanez et al.,2018,[147],S125x125x4_30,125,125,4,300,342.59,,210,46.67,,Cyl,,1159.2,
,Ibanez et al.,2018,[147],S125x125x4_90,125,125,4,300,342.59,,210,94.33,,Cyl,,1882.5,
,Ibanez et al.,2018,[147],R150x100x4_30,100,150,4,300,270.84,,210,40.41,,Cyl,,912,
,Ibanez et al.,2018,[147],R150x100x4_90,100,150,4,300,270.84,,210,90.58,,Cyl,,1188.5,
,Ibanez et al.,2018,[147],S125x125x3_30,125,125,3,300,296.06,,210,46.67,,Cyl,,824.5,
,Ibanez et al.,2018,[147],S125x125x3_90,125,125,3,300,296.06,,210,94.31,,Cyl,,1441.2,
,Zhu and Chan,2018,[149],30S-1,200,200,6,695,485,584,217,38,27.6,Cyl,,3488,
,Zhu and Chan,2018,[149],30S-2,200,200,6,695,485,584,217,38,27.6,Cyl,,3452,
,Zhu and Chan,2018,[149],50S-1,200,200,6,695,485,584,217,80.5,35.1,Cyl,,4921,
,Zhu and Chan,2018,[149],50S-2,200,200,6,695,485,584,217,80.5,35.1,Cyl,,4973,
,Zhu and Chan,2018,[149],80S-1,200,200,6,695,485,584,217,112.1,40.4,Cyl,,6060,
,Zhu and Chan,2018,[149],80S-2,200,200,6,695,485,584,217,112.1,40.4,Cyl,,6298,
,Zhu and Chan,2018,[149],80S-3,200,200,6,695,485,584,217,112.1,40.4,Cyl,,6218,
,Uy,1998,[150],LB1,126,126,3,300,300,410,,40,,Cyl,,950,Ntest is the axial foce at elastic buckling
,Uy,1998,[150],LB3,156,156,3,300,300,410,,50,,Cyl,,1300,Ntest is the axial foce at elastic buckling
,Uy,1998,[150],LB5,186,186,3,300,300,410,,32,,Cyl,,1200,Ntest is the axial foce at elastic buckling
,Uy,1998,[150],LB7,246,246,3,300,300,410,,38,,Cyl,,2200,Ntest is the axial foce at elastic buckling
,Uy,1998,[150],LB9,306,306,3,300,300,410,,38,,Cyl,,2519,Ntest is the axial foce at elastic buckling
,Uy,2000,[151],HS1,126,126,3,360,300,,,50,,Cyl,,1114,
,Uy,2000,[151],HS7,156,156,3,450,300,,,50,,Cyl,,1708,
,Uy,2000,[151],NS1,186,186,3,540,300,,,32,,Cyl,,1555,
,Uy,2000,[151],NS7,246,246,3,720,300,,,38,,Cyl,,3095,
