b (mm),h (mm),t (mm),L (mm),fy (MPa),fc (MPa),N Test (kN),original_index
0.8515047570476992,1.0595731675745963,-0.09664195042350991,-0.40342972277847905,-0.4826169277048618,0.08506446166761118,3201.0,304
-0.9963959351102503,-0.7360421664864443,-1.1946773530183497,-0.751744563447191,-0.010632844051376272,2.002251866414849,1209.0,689
-0.6271850076061645,-1.0948064689961428,0.1946735645506314,-0.8674637796161982,-0.37773157578186506,-0.4897907884214351,900.0,550
-0.534882275730143,-0.2875867883493213,-0.6120463230700671,-0.5203061311091763,0.21661875178178344,1.171570981469421,1598.0,385
1.0527247125374262,1.255099712442382,0.8041952574196038,-0.3663995736043967,1.236337451033141,-0.43862566145015863,4484.0,250
-1.017256352514231,-0.7563123495782421,0.163301124476493,0.6507723365211774,2.0754202664171153,1.7434165182072157,2087.0,760
-0.06967650707499504,0.16445623281289856,-1.1408960271769697,0.6947456386654001,-1.097478168533452,-0.6161987491740001,850.0,441
-0.07336861635003568,-0.7360421664864443,-0.25350415079420113,-0.751744563447191,-0.7865513697217238,-0.4413344034662851,912.0,895
1.0342641661622218,1.237161497316897,0.1946735645506314,-0.7170287985964888,2.005496698468451,-0.6944512963065405,3710.0,984
-0.07336861635003568,-0.7360421664864443,-0.029415293121784876,1.0476892479808724,-0.15164537274784967,0.23855984258144033,1756.1,851
2.806476618181834,2.9592301493634494,-0.7016818661390337,-0.751744563447191,-0.6166370996064688,-0.5138684952314474,2519.0,910
-0.6271850076061645,-0.37727786397674584,-0.25350415079420113,-0.6823130337457866,0.5196208795593298,0.027879907993831766,1739.0,72
0.8551968663227405,1.0631608105996935,-0.09664195042350991,-0.40342972277847905,-0.4826169277048618,-0.7666844167365776,1613.0,293
0.2478448905785191,-0.08847260045643873,0.25293666754545957,-0.5434499743429778,-0.3410217026088161,-0.17076117318877063,2510.0,122
-0.9963959351102503,-0.7360421664864443,-1.1946773530183497,-0.057429266433147254,-0.010632844051376272,2.002251866414849,1013.0,693
