b (mm),h (mm),t (mm),L (mm),fy (MPa),fc (MPa),N Test (kN),original_index
120.0,120.0,8.0,500.0,323.0,39.0,1550.0,936
125.0,125.0,3.2,1500.0,443.0,94.0,1574.0,387
200.0,200.0,5.8,600.0,300.0,74.7,3996.0,64
99.0,99.0,4.86,399.0,294.9,37.9,900.0,40
120.0,120.0,3.84,360.0,330.1,14.6,882.0,166
100.4,100.4,2.07,300.0,348.7,59.0,987.0,884
190.9,120.4,4.83,570.0,347.3,49.4,2510.0,512
200.0,200.0,3.0,600.0,303.5,58.5,2594.0,629
150.0,150.0,0.7,480.0,245.17,22.56,558.0,537
150.0,90.0,3.0,2257.0,320.0,33.4,625.0,410
101.6,101.6,3.18,914.0,336.0,29.3,676.0,346
149.0,149.0,3.91,598.0,279.0,37.0,1300.0,27
100.0,100.0,4.0,400.0,239.8,32.4,980.0,217
180.0,100.0,5.8,540.0,300.0,92.0,2287.0,466
63.0,63.0,4.5,2700.0,449.95,28.8,168.6,747
101.6,101.6,2.13,914.0,336.0,23.8,488.0,344
75.9,75.9,3.09,228.0,199.0,74.4,382.0,146
250.0,250.0,2.0,750.0,404.0,50.9,3100.0,973
148.0,148.0,6.92,2550.0,292.31,35.4,1600.0,452
211.0,211.0,6.36,633.0,618.0,77.0,5758.0,251
160.0,160.0,5.0,330.0,750.0,30.0,2922.0,982
120.0,120.0,3.5,1500.0,401.0,25.0,997.19,735
150.0,100.0,4.5,1855.0,379.8,63.0,1762.7,853
199.59,199.59,4.92,3512.0,762.0,113.0,5896.0,794
140.0,140.0,5.0,420.0,701.0,54.5,2942.0,710
215.0,215.0,4.38,645.0,262.0,80.3,3837.0,646
160.0,110.0,4.0,480.0,495.0,58.4,1982.0,495
211.0,211.0,8.83,633.0,536.0,91.1,7010.0,273
200.0,200.0,3.0,600.0,303.5,58.5,2587.0,633
323.0,323.0,4.38,969.0,262.0,41.1,5950.0,241
210.0,210.0,5.48,630.0,294.0,39.1,3183.0,675
150.2,150.2,2.98,401.0,392.0,56.0,2360.0,947
250.0,250.0,8.0,500.0,379.0,91.0,8300.0,231
180.0,100.0,5.8,540.0,300.0,74.7,2059.0,464
319.0,319.0,6.36,957.0,618.0,25.4,6320.0,252
100.0,100.0,3.0,400.0,288.2,32.4,891.0,199
199.3,124.6,2.92,921.0,319.3,68.5,2636.0,432
150.0,90.0,3.0,2250.0,320.0,10.0,492.0,615
149.3,149.3,3.63,450.0,279.9,41.8,1785.0,61
200.0,100.0,5.0,2000.0,360.0,10.0,1022.0,398
120.0,80.0,5.0,200.0,362.6,36.0,955.0,553
200.0,200.0,5.0,600.0,227.0,36.8,2468.0,52
160.2,102.1,2.0,570.0,305.1,58.6,1555.0,513
150.0,150.0,1.87,450.0,282.0,81.0,1662.0,959
149.8,149.8,4.27,4500.0,412.0,31.9,909.0,334
120.0,120.0,8.0,500.0,376.0,47.0,1990.0,366
120.0,120.0,5.86,360.0,321.1,13.8,1195.6,177
152.4,152.4,4.43,300.0,389.0,46.2,1906.0,288
142.4,142.4,5.1,420.0,347.3,58.6,2610.0,107
120.0,120.0,5.0,500.0,304.0,47.0,1440.0,360
140.0,140.0,5.0,2100.0,362.0,10.0,1005.0,402
150.0,150.0,1.6,598.0,246.7,37.4,950.0,14
215.0,215.0,4.38,645.0,262.0,25.4,1777.0,236
300.0,300.0,5.0,900.0,227.0,36.8,4872.0,55
100.0,100.0,2.99,300.0,288.4,20.6,529.0,226
306.0,306.0,3.0,900.0,300.0,38.0,4000.0,915
148.0,148.0,4.38,444.0,262.0,25.4,1153.0,639
150.0,150.0,8.0,450.0,779.0,157.2,6715.0,827
100.0,100.0,10.0,300.0,458.6,128.1,2498.5,998
76.2,76.2,3.35,1117.6,324.05,46.75,422.58,532
200.0,200.0,6.0,695.0,485.0,80.5,4921.0,901
76.0,76.0,3.0,2700.0,441.12,28.8,212.0,748
100.0,100.0,2.93,600.0,293.5,34.3,802.0,626
150.0,100.0,5.0,200.0,346.7,38.3,1200.0,557
130.0,90.0,4.0,390.0,495.0,77.6,1752.0,499
190.0,190.0,2.5,570.0,342.0,67.0,2430.0,926
120.0,80.0,5.0,200.0,357.5,35.7,850.0,549
125.0,125.0,3.2,3750.0,443.0,94.0,909.0,390
180.0,100.0,5.8,450.0,300.0,56.0,1763.0,469
125.09,125.09,4.89,2512.0,762.0,113.0,2546.0,773
150.0,150.0,8.0,450.0,779.0,157.2,6715.0,870
198.5,198.5,6.1,600.0,437.88,25.81,3010.0,842
148.0,148.0,4.38,444.0,262.0,25.4,1153.0,232
200.0,200.0,3.0,2312.0,303.5,46.8,2280.0,421
144.0,144.0,6.36,432.0,618.0,40.5,2765.0,246
100.7,100.7,9.6,301.0,400.0,24.64,1550.0,308
100.0,100.0,3.0,400.0,288.2,32.4,872.0,201
110.0,110.0,5.0,330.0,750.0,28.0,1832.0,980
150.0,150.0,8.0,450.0,779.0,147.0,6616.0,871
201.0,201.0,2.92,796.0,256.4,27.6,1760.0,18
200.0,100.0,5.0,2000.0,360.0,33.4,1242.0,396
200.0,200.0,3.09,600.0,310.0,119.0,3899.0,283
99.8,99.8,4.9,300.0,300.0,74.88,900.0,311
170.0,170.0,5.0,580.0,761.0,20.34,2831.0,815
100.0,100.0,5.8,300.0,646.2,111.3,2391.2,990
75.0,65.0,3.0,1770.0,400.0,79.0,294.0,823
120.0,120.0,8.0,500.0,390.0,80.0,2300.0,942
200.0,200.0,3.96,796.0,279.0,36.4,2100.0,24
151.0,151.0,6.92,1050.0,292.31,25.9,1640.0,438
150.0,150.0,12.0,450.0,756.0,148.0,8912.0,878
76.0,76.0,3.09,228.0,199.0,36.1,275.0,145
130.0,130.0,2.65,780.0,340.1,22.0,760.0,569
360.0,240.0,2.65,1440.0,340.1,22.0,2300.0,573
152.3,76.6,3.0,635.0,430.0,30.5,819.0,374
140.0,140.0,3.84,420.0,330.1,29.3,1499.4,173
100.4,100.4,2.03,300.0,348.7,113.2,1406.0,885
120.0,120.0,2.93,600.0,293.5,34.3,1054.0,627
142.3,142.3,5.09,420.0,347.3,58.6,2520.0,106
150.0,100.0,4.5,1855.0,379.8,84.0,2066.1,863
99.0,99.0,7.82,397.0,238.3,38.0,1000.0,49
108.0,108.0,4.0,320.0,495.0,77.6,1749.0,86
300.0,300.0,5.0,900.0,227.0,28.8,4603.0,54
156.9,103.4,4.71,480.0,347.3,58.6,2090.0,519
200.0,200.0,3.0,602.0,303.5,46.8,2306.0,325
120.0,120.0,6.47,360.0,835.0,40.5,2961.0,258
140.0,140.0,3.84,2600.0,330.1,17.7,1127.0,341
88.0,88.0,1.76,264.0,115.0,108.6,722.0,151
100.0,100.0,6.8,300.0,599.5,111.3,2368.9,994
150.0,150.0,0.7,800.0,245.17,22.56,611.93,538
75.08,75.08,4.92,2512.0,762.0,113.0,594.0,768
125.0,125.0,3.0,300.0,296.06,46.67,824.5,897
140.0,140.0,4.0,2100.0,366.0,10.0,716.0,607
180.0,100.0,5.8,480.0,300.0,56.0,1912.0,473
60.0,60.0,1.87,180.0,282.0,81.0,350.0,956
200.0,200.0,4.93,796.0,294.0,36.0,2439.0,25
130.0,90.0,4.0,390.0,495.0,77.6,1806.0,500
127.0,126.9,4.55,635.0,322.0,23.8,1113.0,382
150.0,100.0,5.0,200.0,340.0,38.7,1190.0,559
152.4,152.4,8.95,300.0,432.0,45.4,3307.0,289
183.0,119.0,8.28,541.0,488.38,43.2,3300.0,718
198.0,198.0,1.72,797.0,246.7,25.7,1210.0,9
100.0,100.0,1.9,1500.0,404.0,121.6,915.0,695
204.0,203.3,10.01,3050.0,290.0,31.1,2869.0,536
198.0,198.0,5.96,797.0,234.7,36.0,2800.0,31
150.0,100.0,4.5,1855.0,379.8,84.0,2096.1,865
149.5,149.5,2.89,2200.0,319.3,68.5,2077.0,425
199.5,199.5,4.92,2512.0,762.0,113.0,6004.0,779
124.4,124.4,4.95,3512.0,762.0,113.0,1539.0,789
120.0,120.0,5.86,2600.0,321.1,20.4,999.6,335
150.0,100.0,5.0,2940.0,346.7,38.5,1003.0,562
400.0,400.0,6.0,1400.0,369.0,40.0,8802.0,954
102.1,102.1,4.97,300.0,347.3,58.6,1330.0,104
100.0,100.0,5.0,400.0,403.4,32.4,1274.0,205
200.0,150.0,2.1,800.0,245.17,35.3,1268.0,548
120.0,120.0,5.0,500.0,304.0,47.0,1440.0,932
98.89,98.89,4.92,1512.0,762.0,113.0,2109.0,761
