b (mm),h (mm),t (mm),L (mm),fy (MPa),fc (MPa),N Test (kN),original_index
100.0,44.1,1.57,300.0,145.0,74.4,296.0,159
100.0,100.0,3.0,400.0,288.2,32.4,852.0,194
120.0,120.0,5.0,430.0,761.0,20.34,1835.0,814
99.0,99.0,5.84,398.0,234.7,37.9,950.0,45
99.37,99.37,4.91,2512.0,762.0,113.0,1235.0,771
188.4,121.6,4.88,480.0,347.3,49.4,2260.0,511
100.0,100.0,2.0,400.0,284.6,32.4,696.0,191
120.0,120.0,3.84,360.0,330.1,16.7,921.2,168
120.0,120.0,5.86,360.0,321.1,28.2,1372.0,179
88.0,88.0,1.76,264.0,115.0,74.4,467.0,150
130.0,120.4,5.03,390.0,347.3,58.6,1820.0,125
100.0,100.0,2.0,400.0,284.6,32.4,666.4,190
150.0,90.0,3.0,2250.0,320.0,33.4,638.0,611
148.0,148.0,4.38,444.0,262.0,40.5,1402.0,234
199.0,199.0,1.62,798.0,246.7,27.6,1360.0,8
119.0,119.0,6.47,357.0,835.0,77.0,3318.0,666
200.0,200.0,5.86,600.0,321.1,9.41,1960.0,185
199.0,199.0,1.86,797.0,246.7,27.6,1417.0,7
140.0,140.0,4.0,2100.0,366.0,33.4,1011.0,399
141.5,141.5,3.08,420.0,255.1,58.6,1920.0,111
305.0,305.0,8.9,1220.0,560.0,110.0,14116.0,284
140.0,80.0,2.86,420.0,228.0,47.44,880.0,393
150.0,150.0,4.5,1800.0,438.36,31.87,1572.99,565
161.5,124.3,2.0,480.0,305.1,49.4,1320.0,136
100.0,100.0,4.1,299.0,333.0,77.76,1130.0,314
100.0,100.0,14.2,300.0,468.6,89.2,3106.7,999
140.0,140.0,3.84,420.0,330.1,29.3,1470.0,174
120.7,80.1,4.18,360.0,550.0,56.6,1450.0,476
100.3,100.3,3.83,300.0,306.7,113.2,1544.0,888
160.7,80.5,4.18,480.0,550.0,56.6,1820.0,484
200.0,200.0,3.0,600.0,303.5,58.5,2306.0,630
130.0,85.0,2.86,390.0,228.0,47.44,760.0,391
99.56,99.56,4.91,360.0,762.0,100.0,2520.0,798
203.0,102.0,8.28,60.0,488.38,55.3,3230.0,717
180.0,180.0,9.45,540.0,825.0,91.1,7405.0,277
142.0,142.0,5.11,420.0,347.3,49.4,2160.0,95
198.99,198.99,4.92,1514.0,762.0,113.0,7506.0,810
194.8,121.0,4.72,570.0,347.3,49.4,2700.0,523
159.1,105.1,2.93,480.0,255.1,58.6,1610.0,516
162.9,101.5,2.0,480.0,305.1,49.4,1068.0,503
142.1,142.1,2.01,420.0,305.1,44.9,1328.0,100
100.0,100.0,3.0,400.0,288.2,32.4,892.0,195
204.0,204.0,5.95,612.0,540.0,39.1,4027.0,274
100.0,100.0,1.9,300.0,404.0,121.6,1220.0,692
149.8,149.8,4.27,1800.0,412.0,31.9,1573.0,331
250.0,250.0,2.5,750.0,338.0,25.5,2020.0,920
199.0,199.0,7.83,797.0,238.3,35.7,2700.0,36
120.0,60.0,2.93,600.0,293.5,34.3,570.0,594
150.2,150.2,2.91,1110.0,319.3,68.5,2352.0,424
126.9,126.9,4.34,635.0,357.0,26.0,1095.0,381
101.5,101.5,2.32,300.0,145.0,108.6,1009.0,154
99.7,99.7,4.73,302.0,289.0,79.12,1050.0,321
100.0,100.0,5.0,400.0,403.4,32.4,1068.0,203
119.6,80.6,4.18,360.0,550.0,65.7,1560.0,478
141.6,141.6,3.04,420.0,255.1,58.6,1960.0,113
120.0,120.0,6.36,360.0,618.0,25.4,2819.0,256
76.2,76.2,3.35,254.0,324.05,40.85,511.55,535
211.0,211.0,4.5,633.0,277.0,91.1,4371.0,678
100.0,60.0,2.93,600.0,293.5,34.3,490.0,592
130.0,130.0,4.0,390.0,495.0,58.4,2020.0,84
199.01,199.01,4.92,660.0,762.0,113.0,5184.0,807
150.0,90.0,3.0,2250.0,320.0,10.0,515.0,614
140.0,140.0,5.86,420.0,321.1,29.3,1906.1,183
148.7,148.7,4.31,2550.0,245.54,39.0,1200.0,450
265.0,265.0,6.47,795.0,835.0,80.3,8990.0,267
182.0,122.0,8.28,541.0,488.38,55.3,3380.0,719
180.0,90.0,4.0,540.0,495.0,58.4,1795.0,494
142.1,142.1,2.01,420.0,305.1,44.9,1364.0,101
200.0,200.0,4.92,796.0,294.0,36.0,2465.0,26
119.3,80.6,4.18,360.0,550.0,56.6,1425.0,477
149.33,149.33,4.93,3512.0,762.0,113.0,4142.0,790
100.3,98.2,4.18,300.0,550.0,56.6,1490.0,76
100.0,100.0,2.0,2500.0,240.0,33.4,396.0,620
148.7,148.7,4.31,2050.0,245.54,25.4,1080.0,446
150.0,100.0,4.5,1855.0,379.8,84.0,2090.1,866
150.0,150.0,8.28,453.0,488.38,43.2,3500.0,720
120.0,120.0,3.5,2500.0,401.0,25.0,729.1,737
180.0,100.0,5.8,540.0,300.0,56.0,1742.0,471
120.0,120.0,5.86,360.0,321.1,28.2,1460.2,178
120.5,80.6,4.18,360.0,550.0,65.7,1700.0,479
144.0,144.0,6.36,432.0,618.0,77.0,3399.0,654
100.0,100.0,4.9,300.0,668.8,100.3,2003.8,988
153.4,152.0,6.17,300.0,377.0,43.6,3317.0,290
195.0,130.0,2.65,780.0,340.1,22.0,960.0,578
306.0,306.0,3.0,900.0,300.0,38.0,4581.0,918
265.0,265.0,6.47,795.0,835.0,41.1,7172.0,266
190.0,100.0,4.0,570.0,495.0,58.4,2049.0,497
200.0,200.0,3.17,600.0,781.0,119.0,4910.0,281
215.0,215.0,4.38,645.0,262.0,25.4,1777.0,643
200.1,200.1,4.35,601.0,323.0,57.9,2563.0,296
180.0,180.0,5.0,570.0,701.0,54.5,3882.0,714
360.0,240.0,2.65,1440.0,340.1,22.0,1610.0,575
156.0,156.0,3.0,300.0,300.0,50.0,1300.0,907
100.0,100.0,2.99,300.0,288.4,20.6,528.0,227
150.0,90.0,3.0,2255.0,320.0,10.0,492.0,408
150.0,150.0,6.92,1550.0,292.31,25.9,1700.0,444
99.0,99.0,5.85,395.0,234.7,38.0,850.0,46
120.0,101.0,7.69,358.0,423.2,55.3,2730.0,727
114.9,114.9,4.39,406.0,258.0,32.6,897.0,165
100.0,100.0,4.0,400.0,239.8,32.4,901.6,216
100.0,100.0,2.0,2500.0,240.0,10.0,261.0,622
100.0,100.0,3.0,400.0,288.2,32.4,882.0,196
75.0,65.0,3.0,250.0,350.0,52.0,434.0,821
150.0,150.0,12.0,450.0,756.0,157.2,8452.0,832
150.0,150.0,8.0,450.0,779.0,164.1,7276.0,829
150.0,150.0,8.0,450.0,779.0,148.0,6974.0,830
180.0,100.0,5.8,540.0,300.0,56.0,1725.0,470
135.0,90.0,2.65,540.0,340.1,22.0,570.0,587
100.0,44.1,1.57,300.0,145.0,36.1,182.0,158
100.0,100.0,4.0,400.0,239.8,32.4,882.0,215
150.0,150.0,12.0,450.0,756.0,147.0,8687.0,833
150.5,150.5,4.31,3198.0,245.54,35.4,1125.0,455
120.0,120.0,2.65,360.0,340.0,12.2,635.0,143
195.0,130.0,2.65,780.0,340.1,22.0,900.0,580
150.0,150.0,12.0,450.0,756.0,164.1,8730.0,834
149.8,149.8,4.27,1200.0,412.0,31.9,1586.0,330
150.0,150.0,2.1,800.0,245.17,22.56,793.36,540
100.0,100.0,4.0,400.0,239.8,32.4,960.4,221
149.0,149.0,1.64,595.0,246.7,25.9,710.0,16
198.0,198.0,5.66,796.0,234.7,35.9,2330.0,30
179.0,119.0,7.69,542.0,423.2,43.2,3130.0,728
99.9,99.9,4.1,301.0,333.0,79.12,1130.0,322
80.9,80.9,1.6,240.0,279.9,32.9,347.0,57
150.0,150.0,4.31,3596.0,245.54,39.0,1050.0,458
215.0,215.0,4.38,645.0,262.0,41.1,2424.0,237
100.0,100.0,2.2,300.0,339.4,21.4,511.0,224
120.0,120.0,8.0,500.0,300.0,46.0,1670.0,365
88.1,88.1,1.76,269.0,115.0,36.1,299.0,149
124.43,124.43,4.93,435.0,762.0,100.0,3023.0,800
100.0,100.0,4.93,2512.0,762.0,113.0,1049.0,770
150.0,90.0,3.0,2252.0,320.0,10.0,503.0,405
100.0,100.0,5.0,400.0,403.4,32.4,1274.0,211
199.8,101.2,4.18,600.0,550.0,56.6,2350.0,487
150.0,150.0,4.95,594.0,294.9,36.9,1630.0,34
101.6,101.6,2.13,914.4,330.96,23.44,524.0,349
120.0,120.0,5.0,500.0,439.0,96.0,2240.0,935
110.0,110.0,5.0,330.0,701.0,54.5,2203.0,708
129.1,128.2,2.5,390.0,234.3,54.8,1150.0,930
180.0,180.0,6.6,540.0,824.0,91.1,5873.0,686
120.0,120.0,8.0,3000.0,379.0,80.0,1610.0,931
100.0,100.0,10.0,300.0,458.6,111.3,2297.7,997
160.2,122.7,2.03,480.0,305.1,49.4,1400.0,134
130.0,130.0,2.65,780.0,340.1,22.0,770.0,570
199.0,199.0,1.69,797.0,246.7,25.7,1160.0,10
199.0,199.0,1.91,792.0,246.7,27.6,1360.0,6
149.4,149.4,3.64,448.0,283.6,31.7,1399.0,142
99.95,99.95,4.9,2512.0,762.0,113.0,1377.0,769
200.0,200.0,3.0,605.0,303.5,46.8,2587.0,328
150.0,100.0,5.0,100.0,346.7,38.3,1340.0,556
162.6,104.5,3.04,480.0,255.1,58.6,1640.0,518
144.0,144.0,6.36,432.0,618.0,25.4,2572.0,244
120.0,120.0,5.0,500.0,327.0,96.0,2040.0,934
99.7,99.7,4.7,301.0,289.0,46.56,1000.0,320
142.4,142.4,3.05,420.0,255.1,58.6,2060.0,112
120.0,120.0,3.84,360.0,330.1,16.7,882.0,167
150.0,90.0,3.0,2250.0,320.0,33.4,691.0,403
144.0,144.0,6.36,432.0,618.0,77.0,3399.0,247
150.0,150.0,12.5,450.0,446.0,164.1,6409.0,839
175.0,175.0,6.47,525.0,835.0,25.4,4210.0,260
100.0,100.0,2.0,2500.0,240.0,33.4,350.0,618
149.8,149.8,4.27,3600.0,412.0,31.9,1143.0,333
159.1,103.3,4.8,480.0,347.3,49.4,1875.0,508
200.67,200.67,4.93,3512.0,762.0,113.0,5052.0,795
200.0,200.0,3.0,2310.0,303.5,58.5,2173.0,637
130.0,85.0,2.86,390.0,228.0,47.44,820.0,392
179.2,121.3,4.18,540.0,550.0,65.7,2590.0,482
150.0,100.0,4.5,1855.0,379.8,70.0,1889.8,862
170.0,170.0,5.0,510.0,701.0,54.5,3243.0,713
175.0,175.0,6.47,525.0,835.0,77.0,5366.0,670
