b (mm),h (mm),t (mm),L (mm),fy (MPa),fc (MPa),N Test (kN),original_index
153.0,152.2,9.04,300.0,394.0,47.2,4208.0,291
160.0,125.0,4.0,480.0,495.0,77.6,2580.0,90
152.7,102.8,4.57,635.0,365.0,23.8,1224.0,377
125.0,125.0,3.2,2250.0,443.0,94.0,1357.0,388
150.0,100.0,5.0,200.0,346.7,38.5,1210.0,555
100.7,100.7,7.6,300.0,371.6,59.0,1647.0,890
120.0,120.0,8.0,500.0,379.0,39.0,1800.0,369
199.0,199.0,1.63,798.0,192.4,25.4,1163.0,3
200.0,200.0,5.8,600.0,300.0,74.7,3862.0,65
127.0,127.0,4.8,914.0,492.0,45.5,1156.0,347
150.0,150.0,12.0,450.0,756.0,164.1,8730.0,877
100.0,100.0,1.9,3000.0,404.0,121.6,474.0,697
60.0,60.0,4.5,2700.0,522.11,28.8,156.0,744
160.6,80.1,4.18,480.0,550.0,65.7,2100.0,486
189.6,121.7,4.81,570.0,347.3,49.4,2680.0,524
76.0,76.0,4.5,2700.0,500.97,28.8,266.5,750
200.2,200.2,4.35,601.0,323.0,63.7,2825.0,299
200.0,200.0,3.0,2310.0,303.5,46.8,1986.0,419
100.0,100.0,6.8,300.0,599.5,100.3,2294.7,993
100.0,100.0,5.0,400.0,403.4,32.4,1323.0,209
100.0,100.0,2.0,300.0,404.0,50.9,772.0,968
199.8,99.6,4.18,600.0,550.0,65.7,2800.0,490
101.6,101.6,3.0,2000.0,483.9,25.0,589.48,732
150.0,100.0,4.0,450.0,495.0,58.4,1778.0,492
200.0,100.0,5.0,2000.0,360.0,10.0,1062.0,397
150.0,150.0,12.5,450.0,446.0,152.3,5953.0,879
200.0,200.0,7.8,796.0,238.3,35.7,2590.0,37
148.0,148.0,4.38,444.0,262.0,40.5,1402.0,641
150.0,150.0,12.0,450.0,756.0,152.3,8585.0,874
150.0,150.0,12.5,450.0,446.0,164.1,6409.0,882
186.0,186.0,3.0,300.0,300.0,32.0,1200.0,908
149.0,149.0,3.96,598.0,279.0,37.0,1340.0,28
150.0,100.0,5.0,100.0,340.0,39.6,1320.0,560
149.58,149.58,4.95,1514.0,762.0,113.0,5085.0,806
150.0,150.0,12.5,450.0,446.0,148.0,6285.0,883
100.0,100.0,18.5,300.0,444.6,128.1,3441.4,1002
130.0,130.0,2.65,780.0,340.1,22.0,690.0,571
100.0,100.0,2.18,300.0,300.0,53.7,697.0,295
198.0,198.0,5.69,796.0,234.7,36.5,2190.0,32
102.0,102.0,4.97,300.0,347.3,49.4,1370.0,94
198.96,198.96,4.94,1514.0,762.0,113.0,6460.0,811
149.0,149.0,7.67,596.0,238.3,36.6,1850.0,42
166.3,120.2,2.94,480.0,255.1,49.4,1580.0,119
319.0,319.0,6.36,957.0,618.0,25.4,6320.0,659
149.3,149.3,3.63,448.0,283.6,31.7,1771.0,137
195.0,130.0,2.65,2340.0,340.1,22.0,645.0,583
150.0,150.0,3.0,675.0,324.4,52.6,1516.0,699
160.0,80.0,4.0,480.0,495.0,77.6,1858.0,502
114.3,114.3,9.63,406.0,258.0,32.6,2442.0,164
148.2,148.2,4.31,4098.0,245.54,36.5,955.0,462
186.0,186.0,3.0,540.0,300.0,32.0,1555.0,812
120.0,120.0,4.5,2700.0,436.54,28.8,830.0,754
120.0,120.0,3.5,1000.0,401.0,25.0,1164.16,734
211.0,211.0,5.48,633.0,294.0,91.1,4775.0,269
101.6,101.6,3.18,914.4,330.96,28.82,667.23,351
120.0,100.0,5.7,361.0,514.53,43.2,1960.0,722
300.5,300.5,6.1,902.0,395.0,26.5,2766.0,294
200.3,100.5,1.98,400.0,413.0,56.0,1980.0,949
150.0,150.0,2.0,450.0,404.0,50.9,1420.0,970
182.8,181.2,4.18,540.0,550.0,56.6,3590.0,80
100.0,100.0,2.0,400.0,284.6,32.4,745.0,193
60.0,60.0,2.0,180.0,404.0,81.0,406.0,976
150.0,100.0,4.5,1855.0,379.8,63.0,1705.8,856
150.0,150.0,3.5,1500.0,405.0,25.0,1330.13,739
124.54,124.54,4.92,2512.0,762.0,113.0,2522.0,774
75.8,75.8,3.09,227.0,199.0,74.4,374.0,147
120.0,120.0,2.65,1400.0,340.0,36.0,730.0,601
149.0,149.0,7.58,598.0,238.3,36.6,1750.0,43
150.0,150.0,2.0,450.0,404.0,81.0,1980.0,978
150.0,90.0,3.0,2251.0,320.0,33.4,638.0,404
101.6,101.6,3.18,914.0,336.0,29.3,667.0,345
200.0,200.0,6.0,695.0,485.0,112.1,6298.0,904
149.0,149.0,3.94,597.0,279.0,37.0,1350.0,29
300.0,300.0,6.0,1050.0,414.0,10.0,3428.0,951
149.77,149.77,4.93,1514.0,762.0,113.0,5164.0,804
200.0,200.0,1.87,600.0,282.0,81.0,2890.0,961
150.0,150.0,3.0,2700.0,429.14,28.8,1087.1,755
149.92,149.92,4.93,3512.0,762.0,113.0,2556.0,792
100.0,100.0,2.0,2500.0,240.0,10.0,265.0,624
150.0,150.0,1.52,595.0,246.7,37.1,905.0,12
181.8,180.4,4.18,540.0,550.0,65.7,4210.0,81
99.0,99.0,4.92,397.0,294.9,37.4,980.0,39
150.0,100.0,5.0,100.0,346.7,38.5,1370.0,554
179.7,121.5,4.18,540.0,550.0,56.6,2530.0,480
200.0,200.0,3.0,603.0,303.5,46.8,2284.0,326
100.0,100.0,1.9,3000.0,404.0,121.6,466.0,698
100.0,100.0,14.2,300.0,468.6,128.1,3274.3,1001
200.0,200.0,2.5,1190.0,270.0,58.3,2260.0,687
